,pid,eid,probe,lab,subject,region,date,n_channels,neuron_yield,lfp_power_high,lfp_band_high,rms_ap_p90
117,bc1602ba-dd6c-4ae4-bcb2-4925e7c8632a,30c4e2ab-dffc-499d-aae4-e51d6b3218c2,probe00,mainenlab,ZFM-02370,CA1,2021-04-29,32,18,-169.45692,"[20, 80]",20.667966289675668
118,bc1602ba-dd6c-4ae4-bcb2-4925e7c8632a,30c4e2ab-dffc-499d-aae4-e51d6b3218c2,probe00,mainenlab,ZFM-02370,DG,2021-04-29,0,0,,"[20, 80]",0.0
119,bc1602ba-dd6c-4ae4-bcb2-4925e7c8632a,30c4e2ab-dffc-499d-aae4-e51d6b3218c2,probe00,mainenlab,ZFM-02370,LP,2021-04-29,0,0,,"[20, 80]",0.0
120,bc1602ba-dd6c-4ae4-bcb2-4925e7c8632a,30c4e2ab-dffc-499d-aae4-e51d6b3218c2,probe00,mainenlab,ZFM-02370,PO,2021-04-29,22,17,-171.67654,"[20, 80]",36.52910417247009
121,7cbecb3f-6a8a-48e5-a3be-8f7a762b5a04,71e55bfe-5a3a-4cba-bdc7-f085140d798e,probe00,angelakilab,NYU-26,PPC,2020-08-18,0,0,,"[20, 80]",0.0
122,7cbecb3f-6a8a-48e5-a3be-8f7a762b5a04,71e55bfe-5a3a-4cba-bdc7-f085140d798e,probe00,angelakilab,NYU-26,CA1,2020-08-18,20,10,-170.6137,"[20, 80]",14.820701876779342
123,7cbecb3f-6a8a-48e5-a3be-8f7a762b5a04,71e55bfe-5a3a-4cba-bdc7-f085140d798e,probe00,angelakilab,NYU-26,DG,2020-08-18,62,21,-154.926,"[20, 80]",18.454210140455082
124,7cbecb3f-6a8a-48e5-a3be-8f7a762b5a04,71e55bfe-5a3a-4cba-bdc7-f085140d798e,probe00,angelakilab,NYU-26,LP,2020-08-18,0,0,,"[20, 80]",0.0
125,7cbecb3f-6a8a-48e5-a3be-8f7a762b5a04,71e55bfe-5a3a-4cba-bdc7-f085140d798e,probe00,angelakilab,NYU-26,PO,2020-08-18,0,0,,"[20, 80]",0.0
126,c07d13ed-e387-4457-8e33-1d16aed3fd92,824cf03d-4012-4ab1-b499-c83a92c5589e,probe00,churchlandlab_ucla,UCLA011,PPC,2021-07-20,62,7,-177.1726,"[20, 80]",17.273720541412388
127,c07d13ed-e387-4457-8e33-1d16aed3fd92,824cf03d-4012-4ab1-b499-c83a92c5589e,probe00,churchlandlab_ucla,UCLA011,CA1,2021-07-20,50,2,-164.51387,"[20, 80]",17.991018763166828
128,c07d13ed-e387-4457-8e33-1d16aed3fd92,824cf03d-4012-4ab1-b499-c83a92c5589e,probe00,churchlandlab_ucla,UCLA011,DG,2021-07-20,58,10,-152.01654,"[20, 80]",18.177273510080727
129,c07d13ed-e387-4457-8e33-1d16aed3fd92,824cf03d-4012-4ab1-b499-c83a92c5589e,probe00,churchlandlab_ucla,UCLA011,LP,2021-07-20,56,34,-166.47798,"[20, 80]",18.615975613676905
130,c07d13ed-e387-4457-8e33-1d16aed3fd92,824cf03d-4012-4ab1-b499-c83a92c5589e,probe00,churchlandlab_ucla,UCLA011,PO,2021-07-20,70,17,-169.23724,"[20, 80]",16.67606454845478
131,8b7c808f-763b-44c8-b273-63c6afbc6aae,41872d7f-75cb-4445-bb1a-132b354c44f0,probe01,mrsicflogellab,SWC_038,PPC,2020-07-29,92,21,-185.51924,"[20, 80]",17.710887082589714
132,8b7c808f-763b-44c8-b273-63c6afbc6aae,41872d7f-75cb-4445-bb1a-132b354c44f0,probe01,mrsicflogellab,SWC_038,CA1,2020-07-29,46,5,-165.25652,"[20, 80]",17.935515705221082
133,8b7c808f-763b-44c8-b273-63c6afbc6aae,41872d7f-75cb-4445-bb1a-132b354c44f0,probe01,mrsicflogellab,SWC_038,DG,2020-07-29,88,10,-156.6428,"[20, 80]",18.87806748130344
134,8b7c808f-763b-44c8-b273-63c6afbc6aae,41872d7f-75cb-4445-bb1a-132b354c44f0,probe01,mrsicflogellab,SWC_038,LP,2020-07-29,18,0,-173.87048,"[20, 80]",12.33077664329433
135,8b7c808f-763b-44c8-b273-63c6afbc6aae,41872d7f-75cb-4445-bb1a-132b354c44f0,probe01,mrsicflogellab,SWC_038,PO,2020-07-29,0,0,,"[20, 80]",0.0
136,63517fd4-ece1-49eb-9259-371dc30b1dd6,4a45c8ba-db6f-4f11-9403-56e06a33dfa4,probe00,danlab,DY_020,PPC,2020-09-29,40,35,-185.00285,"[20, 80]",18.207734957346673
137,63517fd4-ece1-49eb-9259-371dc30b1dd6,4a45c8ba-db6f-4f11-9403-56e06a33dfa4,probe00,danlab,DY_020,CA1,2020-09-29,56,17,-174.64426,"[20, 80]",15.112847510000464
138,63517fd4-ece1-49eb-9259-371dc30b1dd6,4a45c8ba-db6f-4f11-9403-56e06a33dfa4,probe00,danlab,DY_020,DG,2020-09-29,6,0,-154.8463,"[20, 80]",14.740295682817097
139,63517fd4-ece1-49eb-9259-371dc30b1dd6,4a45c8ba-db6f-4f11-9403-56e06a33dfa4,probe00,danlab,DY_020,LP,2020-09-29,0,0,,"[20, 80]",0.0
140,63517fd4-ece1-49eb-9259-371dc30b1dd6,4a45c8ba-db6f-4f11-9403-56e06a33dfa4,probe00,danlab,DY_020,PO,2020-09-29,0,0,,"[20, 80]",0.0
141,f93bfce4-e814-4ae3-9cdf-59f4dcdedf51,7af49c00-63dd-4fed-b2e0-1b3bd945b20b,probe00,angelakilab,NYU-37,PPC,2021-01-25,0,0,,"[20, 80]",0.0
142,f93bfce4-e814-4ae3-9cdf-59f4dcdedf51,7af49c00-63dd-4fed-b2e0-1b3bd945b20b,probe00,angelakilab,NYU-37,CA1,2021-01-25,60,3,-174.96877,"[20, 80]",15.275874537649093
143,f93bfce4-e814-4ae3-9cdf-59f4dcdedf51,7af49c00-63dd-4fed-b2e0-1b3bd945b20b,probe00,angelakilab,NYU-37,DG,2021-01-25,74,8,-163.1883,"[20, 80]",18.088940317726266
144,f93bfce4-e814-4ae3-9cdf-59f4dcdedf51,7af49c00-63dd-4fed-b2e0-1b3bd945b20b,probe00,angelakilab,NYU-37,LP,2021-01-25,58,31,-183.99327,"[20, 80]",17.671313527910094
145,f93bfce4-e814-4ae3-9cdf-59f4dcdedf51,7af49c00-63dd-4fed-b2e0-1b3bd945b20b,probe00,angelakilab,NYU-37,PO,2021-01-25,0,0,,"[20, 80]",0.0
146,8ca1a850-26ef-42be-8b28-c2e2d12f06d6,15763234-d21e-491f-a01b-1238eb96d389,probe00,zadorlab,CSH_ZAD_026,PPC,2020-09-04,4,0,-189.20317,"[20, 80]",7.75805382025659
147,8ca1a850-26ef-42be-8b28-c2e2d12f06d6,15763234-d21e-491f-a01b-1238eb96d389,probe00,zadorlab,CSH_ZAD_026,CA1,2020-09-04,50,12,-176.5388,"[20, 80]",12.798124052985186
148,8ca1a850-26ef-42be-8b28-c2e2d12f06d6,15763234-d21e-491f-a01b-1238eb96d389,probe00,zadorlab,CSH_ZAD_026,DG,2020-09-04,0,0,,"[20, 80]",0.0
149,8ca1a850-26ef-42be-8b28-c2e2d12f06d6,15763234-d21e-491f-a01b-1238eb96d389,probe00,zadorlab,CSH_ZAD_026,LP,2020-09-04,0,0,,"[20, 80]",0.0
150,8ca1a850-26ef-42be-8b28-c2e2d12f06d6,15763234-d21e-491f-a01b-1238eb96d389,probe00,zadorlab,CSH_ZAD_026,PO,2020-09-04,74,56,-174.30849,"[20, 80]",37.41132223712878
151,70da415f-444d-4148-ade7-a1f58a16fcf8,781b35fd-e1f0-4d14-b2bb-95b7263082bb,probe01,cortexlab,KS044,PPC,2020-12-09,64,34,-185.52307,"[20, 80]",0.0
152,70da415f-444d-4148-ade7-a1f58a16fcf8,781b35fd-e1f0-4d14-b2bb-95b7263082bb,probe01,cortexlab,KS044,CA1,2020-12-09,52,8,-165.97694,"[20, 80]",0.0
153,70da415f-444d-4148-ade7-a1f58a16fcf8,781b35fd-e1f0-4d14-b2bb-95b7263082bb,probe01,cortexlab,KS044,DG,2020-12-09,48,4,-158.42624,"[20, 80]",0.0
154,70da415f-444d-4148-ade7-a1f58a16fcf8,781b35fd-e1f0-4d14-b2bb-95b7263082bb,probe01,cortexlab,KS044,LP,2020-12-09,56,29,-180.30168,"[20, 80]",0.0
155,70da415f-444d-4148-ade7-a1f58a16fcf8,781b35fd-e1f0-4d14-b2bb-95b7263082bb,probe01,cortexlab,KS044,PO,2020-12-09,0,0,,"[20, 80]",0.0
156,6e1379e8-3af0-4fc5-8ba8-37d3bb02226b,754b74d5-7a06-4004-ae0c-72a10b6ed2e6,probe00,angelakilab,NYU-29,PPC,2020-09-21,76,56,-175.33347,"[20, 80]",15.461277505254975
157,6e1379e8-3af0-4fc5-8ba8-37d3bb02226b,754b74d5-7a06-4004-ae0c-72a10b6ed2e6,probe00,angelakilab,NYU-29,CA1,2020-09-21,48,25,-161.45038,"[20, 80]",19.327258940817437
158,6e1379e8-3af0-4fc5-8ba8-37d3bb02226b,754b74d5-7a06-4004-ae0c-72a10b6ed2e6,probe00,angelakilab,NYU-29,DG,2020-09-21,66,14,-152.74431,"[20, 80]",19.74404911372247
159,6e1379e8-3af0-4fc5-8ba8-37d3bb02226b,754b74d5-7a06-4004-ae0c-72a10b6ed2e6,probe00,angelakilab,NYU-29,LP,2020-09-21,68,58,-173.1576,"[20, 80]",22.01865352903844
160,6e1379e8-3af0-4fc5-8ba8-37d3bb02226b,754b74d5-7a06-4004-ae0c-72a10b6ed2e6,probe00,angelakilab,NYU-29,PO,2020-09-21,72,62,-176.38141,"[20, 80]",26.90127026859695
161,8d59da25-3a9c-44be-8b1a-e27cdd39ca34,4b00df29-3769-43be-bb40-128b1cba6d35,probe00,churchlandlab,CSHL052,PPC,2020-02-21,90,0,-175.24942,"[20, 80]",14.455274164599967
162,8d59da25-3a9c-44be-8b1a-e27cdd39ca34,4b00df29-3769-43be-bb40-128b1cba6d35,probe00,churchlandlab,CSHL052,CA1,2020-02-21,46,7,-170.69885,"[20, 80]",14.194212564177473
163,8d59da25-3a9c-44be-8b1a-e27cdd39ca34,4b00df29-3769-43be-bb40-128b1cba6d35,probe00,churchlandlab,CSHL052,DG,2020-02-21,36,3,-162.73466,"[20, 80]",16.39135746793892
164,8d59da25-3a9c-44be-8b1a-e27cdd39ca34,4b00df29-3769-43be-bb40-128b1cba6d35,probe00,churchlandlab,CSHL052,LP,2020-02-21,42,19,-174.91733,"[20, 80]",20.539869947536275
165,8d59da25-3a9c-44be-8b1a-e27cdd39ca34,4b00df29-3769-43be-bb40-128b1cba6d35,probe00,churchlandlab,CSHL052,PO,2020-02-21,18,5,-174.10135,"[20, 80]",25.892001058808237
166,bf96f6d6-4726-4cfa-804a-bca8f9262721,f140a2ec-fd49-4814-994a-fe3476f14e66,probe00,angelakilab,NYU-47,PPC,2021-06-21,0,0,,"[20, 80]",0.0
167,bf96f6d6-4726-4cfa-804a-bca8f9262721,f140a2ec-fd49-4814-994a-fe3476f14e66,probe00,angelakilab,NYU-47,CA1,2021-06-21,46,0,-169.29175,"[20, 80]",11.606376557312405
168,bf96f6d6-4726-4cfa-804a-bca8f9262721,f140a2ec-fd49-4814-994a-fe3476f14e66,probe00,angelakilab,NYU-47,DG,2021-06-21,56,6,-155.82385,"[20, 80]",16.514426448007228
169,bf96f6d6-4726-4cfa-804a-bca8f9262721,f140a2ec-fd49-4814-994a-fe3476f14e66,probe00,angelakilab,NYU-47,LP,2021-06-21,28,10,-177.06775,"[20, 80]",11.53015731527363
170,bf96f6d6-4726-4cfa-804a-bca8f9262721,f140a2ec-fd49-4814-994a-fe3476f14e66,probe00,angelakilab,NYU-47,PO,2021-06-21,0,0,,"[20, 80]",0.0
171,19baa84c-22a5-4589-9cbd-c23f111c054c,862ade13-53cd-4221-a3fa-dda8643641f2,probe01,hoferlab,SWC_042,PPC,2020-07-15,84,25,-166.81805,"[20, 80]",18.78197048954116
172,19baa84c-22a5-4589-9cbd-c23f111c054c,862ade13-53cd-4221-a3fa-dda8643641f2,probe01,hoferlab,SWC_042,CA1,2020-07-15,52,18,-158.3888,"[20, 80]",19.461461870195027
173,19baa84c-22a5-4589-9cbd-c23f111c054c,862ade13-53cd-4221-a3fa-dda8643641f2,probe01,hoferlab,SWC_042,DG,2020-07-15,78,24,-152.77975,"[20, 80]",21.509690637406514
174,19baa84c-22a5-4589-9cbd-c23f111c054c,862ade13-53cd-4221-a3fa-dda8643641f2,probe01,hoferlab,SWC_042,LP,2020-07-15,64,2,-162.98094,"[20, 80]",19.32631524941883
175,19baa84c-22a5-4589-9cbd-c23f111c054c,862ade13-53cd-4221-a3fa-dda8643641f2,probe01,hoferlab,SWC_042,PO,2020-07-15,0,0,,"[20, 80]",0.0
176,143dd7cf-6a47-47a1-906d-927ad7fe9117,3638d102-e8b6-4230-8742-e548cd87a949,probe01,mrsicflogellab,SWC_058,PPC,2020-12-07,84,1,-182.54141,"[20, 80]",13.573668612035327
177,143dd7cf-6a47-47a1-906d-927ad7fe9117,3638d102-e8b6-4230-8742-e548cd87a949,probe01,mrsicflogellab,SWC_058,CA1,2020-12-07,50,1,-165.6789,"[20, 80]",15.889467734517936
178,143dd7cf-6a47-47a1-906d-927ad7fe9117,3638d102-e8b6-4230-8742-e548cd87a949,probe01,mrsicflogellab,SWC_058,DG,2020-12-07,76,3,-152.18932,"[20, 80]",17.62893298440088
179,143dd7cf-6a47-47a1-906d-927ad7fe9117,3638d102-e8b6-4230-8742-e548cd87a949,probe01,mrsicflogellab,SWC_058,LP,2020-12-07,60,40,-172.61404,"[20, 80]",19.077016578443583
180,143dd7cf-6a47-47a1-906d-927ad7fe9117,3638d102-e8b6-4230-8742-e548cd87a949,probe01,mrsicflogellab,SWC_058,PO,2020-12-07,0,0,,"[20, 80]",0.0
181,84bb830f-b9ff-4e6b-9296-f458fb41d160,c7248e09-8c0d-40f2-9eb4-700a8973d8c8,probe00,mainenlab,ZM_3001,PPC,2020-08-05,68,72,-176.31549,"[20, 80]",26.244057135805853
182,84bb830f-b9ff-4e6b-9296-f458fb41d160,c7248e09-8c0d-40f2-9eb4-700a8973d8c8,probe00,mainenlab,ZM_3001,CA1,2020-08-05,58,15,-162.66359,"[20, 80]",16.307698874263895
183,84bb830f-b9ff-4e6b-9296-f458fb41d160,c7248e09-8c0d-40f2-9eb4-700a8973d8c8,probe00,mainenlab,ZM_3001,DG,2020-08-05,24,2,-149.04915,"[20, 80]",15.231559502223762
184,84bb830f-b9ff-4e6b-9296-f458fb41d160,c7248e09-8c0d-40f2-9eb4-700a8973d8c8,probe00,mainenlab,ZM_3001,LP,2020-08-05,54,38,-168.232,"[20, 80]",27.87119458961483
185,84bb830f-b9ff-4e6b-9296-f458fb41d160,c7248e09-8c0d-40f2-9eb4-700a8973d8c8,probe00,mainenlab,ZM_3001,PO,2020-08-05,74,75,-170.5322,"[20, 80]",32.37811362362545
186,a12c8ae8-d5ad-4d15-b805-436ad23e5ad1,d9f0c293-df4c-410a-846d-842e47c6b502,probe01,wittenlab,ibl_witten_25,PPC,2020-12-07,64,21,-159.01808,"[20, 80]",12.600100114584793
187,a12c8ae8-d5ad-4d15-b805-436ad23e5ad1,d9f0c293-df4c-410a-846d-842e47c6b502,probe01,wittenlab,ibl_witten_25,CA1,2020-12-07,58,9,-151.56845,"[20, 80]",15.449958019044992
188,a12c8ae8-d5ad-4d15-b805-436ad23e5ad1,d9f0c293-df4c-410a-846d-842e47c6b502,probe01,wittenlab,ibl_witten_25,DG,2020-12-07,74,16,-147.36617,"[20, 80]",17.066255108261327
189,a12c8ae8-d5ad-4d15-b805-436ad23e5ad1,d9f0c293-df4c-410a-846d-842e47c6b502,probe01,wittenlab,ibl_witten_25,LP,2020-12-07,56,12,-158.89581,"[20, 80]",16.243152886256272
190,a12c8ae8-d5ad-4d15-b805-436ad23e5ad1,d9f0c293-df4c-410a-846d-842e47c6b502,probe01,wittenlab,ibl_witten_25,PO,2020-12-07,66,17,-158.37563,"[20, 80]",19.21846802860145
191,8b735d77-b77b-4243-8821-37802bf402fe,b22f694e-4a34-4142-ab9d-2556c3487086,probe01,cortexlab,KS055,PPC,2021-05-02,0,0,,"[20, 80]",0.0
192,8b735d77-b77b-4243-8821-37802bf402fe,b22f694e-4a34-4142-ab9d-2556c3487086,probe01,cortexlab,KS055,CA1,2021-05-02,0,0,,"[20, 80]",0.0
193,8b735d77-b77b-4243-8821-37802bf402fe,b22f694e-4a34-4142-ab9d-2556c3487086,probe01,cortexlab,KS055,DG,2021-05-02,0,0,,"[20, 80]",0.0
194,8b735d77-b77b-4243-8821-37802bf402fe,b22f694e-4a34-4142-ab9d-2556c3487086,probe01,cortexlab,KS055,LP,2021-05-02,0,0,,"[20, 80]",0.0
195,8b735d77-b77b-4243-8821-37802bf402fe,b22f694e-4a34-4142-ab9d-2556c3487086,probe01,cortexlab,KS055,PO,2021-05-02,0,0,,"[20, 80]",0.0
196,523f8301-4f56-4faf-ab33-a9ff11331118,88224abb-5746-431f-9c17-17d7ef806e6a,probe00,mainenlab,ZFM-02372,PPC,2021-06-01,22,0,-175.64139,"[20, 80]",12.596898632882981
197,523f8301-4f56-4faf-ab33-a9ff11331118,88224abb-5746-431f-9c17-17d7ef806e6a,probe00,mainenlab,ZFM-02372,CA1,2021-06-01,54,11,-170.52754,"[20, 80]",15.075039595689185
198,523f8301-4f56-4faf-ab33-a9ff11331118,88224abb-5746-431f-9c17-17d7ef806e6a,probe00,mainenlab,ZFM-02372,DG,2021-06-01,62,4,-158.45486,"[20, 80]",14.838855682255948
199,523f8301-4f56-4faf-ab33-a9ff11331118,88224abb-5746-431f-9c17-17d7ef806e6a,probe00,mainenlab,ZFM-02372,LP,2021-06-01,66,7,-167.22557,"[20, 80]",19.39583262072593
200,523f8301-4f56-4faf-ab33-a9ff11331118,88224abb-5746-431f-9c17-17d7ef806e6a,probe00,mainenlab,ZFM-02372,PO,2021-06-01,90,90,-170.31723,"[20, 80]",22.05841844108924
201,b749446c-18e3-4987-820a-50649ab0f826,aad23144-0e52-4eac-80c5-c4ee2decb198,probe01,cortexlab,KS023,PPC,2019-12-10,80,64,-188.28513,"[20, 80]",0.0
202,b749446c-18e3-4987-820a-50649ab0f826,aad23144-0e52-4eac-80c5-c4ee2decb198,probe01,cortexlab,KS023,CA1,2019-12-10,50,10,-164.81677,"[20, 80]",0.0
203,b749446c-18e3-4987-820a-50649ab0f826,aad23144-0e52-4eac-80c5-c4ee2decb198,probe01,cortexlab,KS023,DG,2019-12-10,66,13,-155.27667,"[20, 80]",0.0
204,b749446c-18e3-4987-820a-50649ab0f826,aad23144-0e52-4eac-80c5-c4ee2decb198,probe01,cortexlab,KS023,LP,2019-12-10,60,16,-174.76476,"[20, 80]",0.0
205,b749446c-18e3-4987-820a-50649ab0f826,aad23144-0e52-4eac-80c5-c4ee2decb198,probe01,cortexlab,KS023,PO,2019-12-10,68,33,-179.58989,"[20, 80]",0.0
206,36362f75-96d8-4ed4-a728-5e72284d0995,d0ea3148-948d-4817-94f8-dcaf2342bbbe,probe00,mainenlab,ZFM-01936,PPC,2021-01-19,20,0,-179.64784,"[20, 80]",12.909616204479603
207,36362f75-96d8-4ed4-a728-5e72284d0995,d0ea3148-948d-4817-94f8-dcaf2342bbbe,probe00,mainenlab,ZFM-01936,CA1,2021-01-19,52,1,-163.13597,"[20, 80]",13.1142194108653
208,36362f75-96d8-4ed4-a728-5e72284d0995,d0ea3148-948d-4817-94f8-dcaf2342bbbe,probe00,mainenlab,ZFM-01936,DG,2021-01-19,62,11,-151.36708,"[20, 80]",16.68181128463919
209,36362f75-96d8-4ed4-a728-5e72284d0995,d0ea3148-948d-4817-94f8-dcaf2342bbbe,probe00,mainenlab,ZFM-01936,LP,2021-01-19,50,34,-169.65675,"[20, 80]",15.452506314704436
210,36362f75-96d8-4ed4-a728-5e72284d0995,d0ea3148-948d-4817-94f8-dcaf2342bbbe,probe00,mainenlab,ZFM-01936,PO,2021-01-19,54,40,-173.905,"[20, 80]",16.991702571690542
211,11a5a93e-58a9-4ed0-995e-52279ec16b98,ebe090af-5922-4fcd-8fc6-17b8ba7bad6d,probe01,wittenlab,ibl_witten_13,PPC,2019-12-03,68,16,-132.66411,"[20, 80]",20.24748418318995
212,11a5a93e-58a9-4ed0-995e-52279ec16b98,ebe090af-5922-4fcd-8fc6-17b8ba7bad6d,probe01,wittenlab,ibl_witten_13,CA1,2019-12-03,56,17,-130.69289,"[20, 80]",15.936553146188459
213,11a5a93e-58a9-4ed0-995e-52279ec16b98,ebe090af-5922-4fcd-8fc6-17b8ba7bad6d,probe01,wittenlab,ibl_witten_13,DG,2019-12-03,36,12,-130.71631,"[20, 80]",15.865159427573673
214,11a5a93e-58a9-4ed0-995e-52279ec16b98,ebe090af-5922-4fcd-8fc6-17b8ba7bad6d,probe01,wittenlab,ibl_witten_13,LP,2019-12-03,32,31,-129.20226,"[20, 80]",24.07861390125383
215,11a5a93e-58a9-4ed0-995e-52279ec16b98,ebe090af-5922-4fcd-8fc6-17b8ba7bad6d,probe01,wittenlab,ibl_witten_13,PO,2019-12-03,18,17,-134.16402,"[20, 80]",31.187500791715095
216,84fd7fa3-6c2d-4233-b265-46a427d3d68d,ff96bfe1-d925-4553-94b5-bf8297adf259,probe01,wittenlab,ibl_witten_26,PPC,2021-01-27,0,0,,"[20, 80]",0.0
217,84fd7fa3-6c2d-4233-b265-46a427d3d68d,ff96bfe1-d925-4553-94b5-bf8297adf259,probe01,wittenlab,ibl_witten_26,CA1,2021-01-27,36,5,-157.88756,"[20, 80]",13.9114547788062
218,84fd7fa3-6c2d-4233-b265-46a427d3d68d,ff96bfe1-d925-4553-94b5-bf8297adf259,probe01,wittenlab,ibl_witten_26,DG,2021-01-27,0,0,,"[20, 80]",0.0
219,84fd7fa3-6c2d-4233-b265-46a427d3d68d,ff96bfe1-d925-4553-94b5-bf8297adf259,probe01,wittenlab,ibl_witten_26,LP,2021-01-27,54,28,-157.43063,"[20, 80]",16.74844207752234
220,84fd7fa3-6c2d-4233-b265-46a427d3d68d,ff96bfe1-d925-4553-94b5-bf8297adf259,probe01,wittenlab,ibl_witten_26,PO,2021-01-27,38,20,-157.81743,"[20, 80]",24.22617260466998
221,63a32e5c-f63a-450d-85cb-140947b67eaf,c4432264-e1ae-446f-8a07-6280abade813,probe00,mainenlab,ZFM-01576,PPC,2020-12-01,0,0,,"[20, 80]",0.0
222,63a32e5c-f63a-450d-85cb-140947b67eaf,c4432264-e1ae-446f-8a07-6280abade813,probe00,mainenlab,ZFM-01576,CA1,2020-12-01,58,14,-167.59636,"[20, 80]",15.735185953239306
223,63a32e5c-f63a-450d-85cb-140947b67eaf,c4432264-e1ae-446f-8a07-6280abade813,probe00,mainenlab,ZFM-01576,DG,2020-12-01,54,1,-161.16881,"[20, 80]",17.68078032737197
224,63a32e5c-f63a-450d-85cb-140947b67eaf,c4432264-e1ae-446f-8a07-6280abade813,probe00,mainenlab,ZFM-01576,LP,2020-12-01,0,0,,"[20, 80]",0.0
225,63a32e5c-f63a-450d-85cb-140947b67eaf,c4432264-e1ae-446f-8a07-6280abade813,probe00,mainenlab,ZFM-01576,PO,2020-12-01,0,0,,"[20, 80]",0.0
226,9657af01-50bd-4120-8303-416ad9e24a51,7f6b86f9-879a-4ea2-8531-294a221af5d0,probe00,zadorlab,CSH_ZAD_019,PPC,2020-08-14,96,13,-177.30841,"[20, 80]",16.29661202161378
227,9657af01-50bd-4120-8303-416ad9e24a51,7f6b86f9-879a-4ea2-8531-294a221af5d0,probe00,zadorlab,CSH_ZAD_019,CA1,2020-08-14,62,11,-163.41866,"[20, 80]",17.763688735186918
228,9657af01-50bd-4120-8303-416ad9e24a51,7f6b86f9-879a-4ea2-8531-294a221af5d0,probe00,zadorlab,CSH_ZAD_019,DG,2020-08-14,60,6,-152.59467,"[20, 80]",18.467308820308407
229,9657af01-50bd-4120-8303-416ad9e24a51,7f6b86f9-879a-4ea2-8531-294a221af5d0,probe00,zadorlab,CSH_ZAD_019,LP,2020-08-14,0,0,,"[20, 80]",0.0
230,9657af01-50bd-4120-8303-416ad9e24a51,7f6b86f9-879a-4ea2-8531-294a221af5d0,probe00,zadorlab,CSH_ZAD_019,PO,2020-08-14,0,0,,"[20, 80]",0.0
231,dab512bd-a02d-4c1f-8dbc-9155a163efc0,d23a44ef-1402-4ed7-97f5-47e9a7a504d9,probe00,danlab,DY_016,PPC,2020-09-12,28,9,-195.21214,"[20, 80]",12.653476160546074
232,dab512bd-a02d-4c1f-8dbc-9155a163efc0,d23a44ef-1402-4ed7-97f5-47e9a7a504d9,probe00,danlab,DY_016,CA1,2020-09-12,56,17,-175.59929,"[20, 80]",17.157888838698348
233,dab512bd-a02d-4c1f-8dbc-9155a163efc0,d23a44ef-1402-4ed7-97f5-47e9a7a504d9,probe00,danlab,DY_016,DG,2020-09-12,66,10,-157.1107,"[20, 80]",18.90795507161428
234,dab512bd-a02d-4c1f-8dbc-9155a163efc0,d23a44ef-1402-4ed7-97f5-47e9a7a504d9,probe00,danlab,DY_016,LP,2020-09-12,62,24,-182.74834,"[20, 80]",20.433658459450893
235,dab512bd-a02d-4c1f-8dbc-9155a163efc0,d23a44ef-1402-4ed7-97f5-47e9a7a504d9,probe00,danlab,DY_016,PO,2020-09-12,82,32,-188.90933,"[20, 80]",22.717406082365358
